CO_CNES;NO_FANTASIA;NO_BAIRRO;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
7827296;CENTRO DE ESPECIALIDADES ODONTOLOGICAS JOSE DE OLIVEIRA MELO;CENTRO;36;2508109;-6.590812229741772;-37.91460961103439
7827555;VIVIANE GUEDES;CENTRO;36;2510808;-7.024564355;-37.28636534
7833474;JOSE UMBERTO AGRICIO DE LIRA FILHO EIRELI ME;CENTRO;22;2506301;-6.85146;-35.491912
7846045;CEOS;CENTRO;39;2516201;-6.759535666315333;-38.22887997747494
7873956;CONSULTORIO DE PSICOLOGIA SERGIO DE BRITO LYRA;CENTRO;22;2507507;-7.120311558236223;-34.88440275192261
7808429;CASSI;PRATA;36;2504009;-7.221082;-35.897125
7831102;LABORATORIO DE PROTESE DENTARIA DE PEDRA LAVRADA;CENTRO;39;2511103;-6.757;-36.48
7798741;USF MATINHA I;JAGUARIBE;2;2507507;-7.1285146;-34.8807617
7798210;CENTROFISIO;CENTRO;36;2510808;-7.02523;-37.269
7911343;RILDA MARIA JACOME;PRATA;22;2504009;-7.217723;-35.891974
7828225;GIOVANA BARRETO ALVES;PRATA;22;2504009;-7.221019;-35.896755
7815603;CSO CENTRO DE SAUDE OCUPACIONAL DRA MARIA DE FATIMA;IPES;36;2507507;-7.0980666;-34.855853
7822049;ACADEMIA DE SAUDE DA BELA VISTA;BELA VISTA;74;2507705;-7.065842905905484;-36.57541751861572
7861028;CLINICA MEDICA UNGINO;BELO HORIZONTE;36;2510808;-7.0161411;-37.2846464
9700331;RADIOFACE;CENTRO;22;2507002;-7.304490501750755;-38.15158141129775
9714049;HIPERSANGUE;CENTRO;39;2504009;-7.220484;-35.887121
9717404;CONSULTORIO ODONTOLOGICO DRA RAQUEL GUIMARAES;BANCARIOS;22;2507507;-7.1493625;-34.8443542
9711910;FARMACIA BASICA DE CATINGUEIRA;CENTRO;43;2504207;-7.125871448114416;-37.60869026184082
9720154;SUSGESTAO;CENTRO;60;2516201;-6.756892;-38.230965
7353456;EMULT EQUIPE MULTIPROFISSIONAIS NA APS;CENTRO;71;2501153;-7.123337701012283;-36.939310133457184
7329326;ECOANALISES;CENTRO;36;2501500;-6.752299287273736;-35.6373690046111
7351011;ULTRA IMAGEM;CENTRO;36;2503209;-6.969772528993112;-34.83536124229431
7355270;CENTRO DE SAUDE JACINTA DOCIANA DA SILVA;CENTRO;36;2509370;-6.543195641804587;-37.72258758544922
7337728;UNIDADE BASICA DE SAUDE DAMIAO FRANCISCO SILVA;ZONA RURAL;2;2512721;-6.654929902947928;-35.3180781120864
7354274;VIGILANCIA SANITARIA DE PEDRO REGIS;CENTRO;50;2512721;-6.641745464608518;-35.29455174602908
7340451;EMULTI SERRA GRANDE;BELA VISTA;71;2515708;-7.215;-38.37
7360835;EQUIPE E MULTI;CENTRO;71;2500734;-7.568756673671498;-37.064266204833984
7355556;E MULTI AMPLIADA;SAO BERNARDO;2;2513901;-6.498383406987132;-37.446255683898926
7351674;LABMED CENTER BEZERRA CAVALCANTE DIAGNOSTICO;CENTRO;39;2513901;-6.485868524321654;-37.450053691864014
7355645;CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE SOLANEA;CENTRO;36;2516003;-6.756920001059121;-35.65933048725128
9414231;SANTE CLINIQUE;MIRAMAR;36;2507507;-7.1182251;-34.8397559
7366582;LABORATORIO DE ANALISE DE AGUA;BODOCONGO;67;2504009;-7.225897;-35.916065
7370105;CONSULTORIO DE CARDIOLOGIA DR JOSE MARCELO LEMOS;CENTRO;22;2507002;-7.309734586200687;-38.15410785245927
7369255;CLINICA TEREZINHA LIMA DA SILVA;CENTRO;36;2502706;-6.800946954514722;-35.626044273376465
7358237;POLO BASE RIO TINTO ALDEIA MONT MOR;VILA REGINA;72;2512903;-6.7883106;-35.0659583
2603667;POSTO DE SAUDE DE LARANGEIRAS;ZONA RURAL;1;2505279;-6.714327500044021;-35.26031970977783
6432719;SECRETARIA MUNICIPAL DE SAUDE DE SAO MAMEDE;CENTRO;68;2514909;-6.928916403076252;-37.095361053943634
2363925;LABORATORIO DE ANALISES CLINICAS DR TANCREDO MARIZ;CENTRO;39;2506905;-7.329012250005326;-35.33306121826172
2363941;UBSF ACUDE DAS PEDRAS;ACUDE DAS PEDRAS;2;2506905;-7.328905838180606;-35.33299684524536
2364166;UBSF CASA DA MAE POBRE;CENTRO;2;2506905;-7.328927120547585;-35.332932472229004
2608529;UBSF SITIO NOVO;ZONA RURAL;2;2506905;-7.335992810163196;-35.33681631088257
2608545;UBSF SUBURBANA;SUBURBANA;2;2506905;-7.328629167317355;-35.33295392990112
2613336;HOSP MAT SAO VICENTE DE PAULA;CENTRO;5;2506905;-7.329;-35.333
2604825;INSTITUTO DE ANALISES CLINICAS DE ITAPORANGA;CENTRO;39;2507002;-7.3033411;-38.1537837
2605228;CLINICA DE FRATURAS CLINIFRA;CENTRO;36;2510808;-7.025645;-37.25654
2605252;UNIDADE DE SAUDE DA FAMILIA SEBASTIANA XAVIER;BIVAR OLINTO;2;2510808;-7.037008969580386;-37.3016095161438
2605279;UNIDADE DE SAUDE DA FAMILIA BIVAR OLINTHO;MORRO;2;2510808;-7.027171;-37.2871251
2605309;UNIDADE DE SAUDE DA FAMILIA OSMAN AYRES;SANTO ANTONIO;2;2510808;-7.036370088051143;-37.279706597328186
2605481;HOSPITAL INFANTIL NOALDO LEITE;JUA DOCE;7;2510808;-7.015198314074607;-37.28089701025935
2341980;ESF III AZUIL ARRUDA DE ASSIS;CENTRO;2;2510907;-6.6010859;-37.6270857
2341603;USF III EUNICE MAIA DE VASCONCELOS;CENTRO;2;2512804;-6.437895487324541;-37.64911651611328
2592800;UNIDADE DE SAUDE DA FAMILIA DA VILA REGINA;VILA REGINA;2;2512903;-6.7980353;-35.0671811
2592827;UNIDADE DE SAUDE DA FAMILIA DE SALEMA;CENTRO;2;2512903;-6.7986091;-35.11417284886363
2607786;CENTRO DE ESPECIALIDADES ODONTOLOGICAS DR RAUL NOBREGA FILHO;CENTRO;36;2512903;-6.8108711;-35.0755861
2321343;UNIDADE BASICA DE SAUDE DR JOSE MAURICIO DE LIMA CAJUAZ;CENTRO;2;2508802;-6.9053063634824055;-37.52078890800476
2342936;SERVICO DE VIGILANCIA SANITARIA;CENTRO;50;2513703;-7.126741755074206;-34.9836203455925
5635187;CONSULTORIO DE PSICOLOGIA;CENTRO;22;2509701;-7.890482201585288;-37.12447643280029
3502007;DOMICIANO SILVA DA SILVEIRA;CENTRO;22;2504009;-7.2146;-35.887329
2341425;UNIDADE SAUDE DA FAMILIAPSF III NOVA BRASILIA;NOVA BRASILIA;2;2515302;-7.08696677575397;-35.2305793762207
2606011;UBSF ACUDINHO;ZONA RURAL;2;2515401;-6.949025;-36.443636
2609002;UNIDADE DE SAUDE DA FAMILIA PSF I SERTAOZINHO;CENTRIO;2;2515930;-6.756866729474743;-35.441760420799255
2321602;ESF UBS I JOAQUIM BERNARDINO DO NASCIMENTO;CASA NOVA;2;2516607;-7.630224668123516;-37.8834342956543
2604957;ESF UBS II ANTONIO CARNEIRO DA SILVA;ZONA RURAL;2;2516607;-7.579306822862449;-37.920684814453125
2504456;CLINICA ODONTOLOGICA DR EUGENIA ROLIM MEIRA;CENTRO;22;2503704;-6.8853695;-38.5569972
2504391;CONSULTORIO ODONTOLOGICO DR VIRGINIA M CARDOSO;CENTRO;22;2503704;-6.8895106501639125;-38.55896472930908
2504731;CONSULTORIO ODONTOLOGICO MARIA EUNICE DE SOUZA;CETRO;22;2503704;-6.8851222668401695;-38.556861877441406
6193900;MARIA DAS NEVES VASCONCELOS CATAO;PRATA;22;2504009;-7.220166339313104;-35.89701980352402
7894333;CONSULTORIO ODONTOLOGICO LARISSA FALCAO SAMPAIO LEMOS PAIVA;VALENTINA;22;2507507;-7.1993174;-34.8578926
6193366;CEO DR JOSE CONSTANTINO SILVEIRA;CENTRO;36;2501500;-6.753453027123314;-35.62937931325729
6200478;JOSE MATHIAS NETO;PRATA;22;2504009;-7.220994;-35.897
9677496;DANTAS OLIVEIRA ODONTOLOGIA;CENTRO;22;2516003;-6.756477846731021;-35.65720617771149
9676643;FACIMAGEM;CENTRO;39;2510808;-7.096028597;-37.26401799
9680519;PSF JOAO CRUZ NETO;SAO JOSE;2;2513901;-6.485943145497621;-37.45096564292908
9680888;LABORATORIO CLINICO PEREIRA DIAGNOSTICO;CENTRO;80;2515807;-7.178180074913784;-35.674989223480225
9680497;PSF JOSENEIDE ALMEIDA DA SILVA;ZONA RURAL;2;2513901;-6.485975125998212;-37.45096564292908
9510982;POLO DE ACADEMIA DE SAUDE CACIMBA DE AREIA;CENTRO;74;2503407;-7.129;-37.157
9471723;UNIDADE ANCORA CAICARINHA;ZONA RURAL;1;2501906;-6.462186;-35.295198
9499458;LABORATORIO DR JOSE INACIO;CENTRO;39;2500304;-7.03785;-35.6326
9529470;ODONTOLOGIA PEROTTI;CENTRO;36;2507507;-7.120747;-34.8733115
9539980;SECRETARIA MUNICIPAL DE SAUDE;POUSADA ALEGRE;68;2502409;-7.317373306102648;-38.51638197898865
9467238;LRPD DE AGUIAR;CENTRO;39;2500205;-7.090517492569184;-38.1706827878952
9471731;UNIDADE ANCORA MUFUMBO;ZONA RURAL;1;2501906;-6.444861;-35.302535
3233049;SECRETARIA MUNICIPAL DE SAUDE;SAO SEBASTIAO;68;2510808;-7.01366792756663;-36.8701171875
6610390;SAMU REGIONAL DE CAJAZEIRAS;CENTRO;42;2503704;-6.887550794667424;-38.55448007583618
7670559;CLINICA DE FRATURAS E ORTOPEDIA DR CARLOS FABRICIO;JARDIM OASIS;22;2503704;-6.893068193247384;-38.54394435882568
9904204;PRONTOGASTRO CENTRO DE ENDOSCOPIA E DIAGNOSTICO;CENTRO;36;2503704;-6.886485652414064;-38.55735540390015
0018406;CER CENTRO DE REABILITACAO SANTA RITA;TIBIRI;36;2513703;-7.1536905;-34.9697884
9703365;CONSULTORIO DE PSICOLOGIA DRA VIVIAN MACIEL;CENTRO;22;2507507;-7.119549;-34.8703668
9885765;CONSULTORIO MEDICO DR CARLOS ALBERTO FERNANDES RAMOS;BAIRRO DOS ESTADOS;22;2507507;-7.1072985;-34.8576747
2792850;UBS SABIA ZONA URBANA II;SAO JOSE DA MATA;2;2504009;-7.177486;-35.981495
9251731;CAPS DE DESTERRO;ZONA URBANA;70;2505402;-7.2934112;-37.0954798
9168192;ACADEMIA DE SAUDE DE IMACULADA;CENTRO;74;2506707;-7.384843;-37.511476
4093615;CLINICA CIRURGICA DR ROGERIO PERONICO;JD CALIFORNIA;36;2510808;-7.025452565;-37.275665
4094603;FARMACIA BASICA MUNICIPAL;CENTRO;43;2500536;-7.744055322994316;-36.055991649627686
4089367;POSTO DE SAUDE ANCORA BALANCO;ZONA RURAL;1;2511707;-6.833246803413932;-35.57046890258789
4079965;FISIOCENTER CENTRO DE FISIOTERAPIA E REABILITACAO;MANAIRA;36;2507507;-7.1033573;-34.8353666
4100050;EMBRION SERVICO DE DIAGNOSTICO POR IMAGEM;CENTRO;39;2504009;-7.2210835;-35.878726
4100336;ARTRO CLINICA E SERVICOS MEDICOS LTDA;SANDRA CAVALCANTE;22;2504009;-7.2423;-35.9039
4039661;CENTRO ODONTOLOGICO P S NASCIMENTO;CATOLE;22;2504009;-7.2288941;-35.8759323
7074654;EMULTI COMPLEMENTAR AB;CENTRO;71;2500106;-7.513023788340448;-37.63655304908752
7078498;CONSULTORIO DE PSICOLOGIA ANDRE RICARDO TAVARES;MIRAMAR;22;2507507;-7.1100658;-34.8238736
7081200;VIGILANCIA EM SAUDE;CENTRO;50;2508554;-6.61424313715467;-35.44262409210205
7081359;CENTRO DE ATENCAO PSICOSSOCIAL SOCORRO BATISTA CAPS I;CENTRO;70;2514503;-7.1166014;-38.4981939
6844502;PAIVA ODONTOLOGIA MF;PRATA;22;2504009;-7.2305;-35.9055
0404802;FONO COM AMOR;ESTADOS;36;2507507;-7.1155591;-34.8579063
0601314;FACIAL ODONTOLOGIA;BRISAMAR;36;2507507;-7.114911294307622;-34.86305236816406
0428825;FARMACIA PAGUE MENOS MANAIRA;MANAIRA;43;2507507;-7.114892663420142;-34.86295312643051
0555258;LOGUS PSICOLOGIA;ESTADOS;36;2507507;-7.114724985398833;-34.86306041479111
0534242;UNIDADE MISTA DE CATINGUEIRA;CENTRO;15;2504207;-7.126;-37.609
0519715;CLINICA DE PSICOLOGIA MONIK MONTEIRO;ESTADOS;36;2507507;-7.12061205;-34.85599810531848
0423025;CENTRO DE ESPECIALIDADES EM REABILITACAO DE SAPE CER;RODOVIA;36;2515302;-7.094909270854395;-35.23336887359619
0642096;INTEGRA CLINIC;ESTACAO VELHA;36;2504009;-7.227369;-35.884651
0600377;UNIMED JOAO PESSOA COOPERATIVA DE TRABALHO MEDICO;TORRE;60;2507507;-7.1225678;-34.8700018
0494674;ESPACO SAUDE;CENTRO;39;2507101;-6.8284441097968696;-35.246215984230304
0519480;PRINCESA MEDICAMENTOS CENTRO;CENTRO;43;2512309;-7.736230843327171;-37.99316883087158
0198838;REDE DE FRIO 12 GRS ITABAIANA;JUCURI;84;2506905;-7.328936;-35.333049
0192724;CENTRAL REGIONAL DE REDE DE FRIO DE PATOS PB;BELO HORIZONTE;84;2510808;-7.019223;-37.282074
0257656;FISIOMOVE;MANAIRA;36;2507507;-7.1010377;-34.8457881
0255246;UBS VII MARCELINO BELO DA SILVA;CENTRO;2;2509206;-7.199979994539504;-35.7889723777771
3249727;CONSULTORIO DE FONOAUDIOLOGIA JULIANNA GOMES COELHO;ESTADOS;22;2507507;-7.114887340309301;-34.83570456504822
0217050;REDE DE FRIOS 8 GRS;CENTRO;84;2504306;-6.346206;-37.745913
3150860;INSTITUTO DE MAMA;TORRE;22;2507507;-7.1262395;-34.8591489
0217158;CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID 19;CENTRO;2;2501575;-7.52302220017137;-35.99743366241455
0433039;FARMACIA PAGUE MENOS CENTRO;CENTRO;43;2507507;-7.123012997115029;-34.87065643072128
0425664;FARMACIA PAGUE MENOS EPITACIO PESSOA 02;TORRE;43;2507507;-7.1196435152318855;-34.83343005180359
0270822;CLINICA DE SAUDE MENTAL E PSICOLOGICA DA PARAIBA CSMP;MIRAMAR;36;2507507;-7.12599655;-34.83762060163405
9933484;CLINICA SENHORA DA LUZ;CENTRO;22;2506301;-6.854956360227001;-35.49002408981323
9918183;CONSULTORIO MEDICO DR PAULO ROBERTO DANTAS DA NOBREGA;MIRAMAR;22;2507507;-7.117718;-34.837149
9930213;POLICLINICA MUNICIPAL AUGUSTO VIEIRA DE ALBUQUERQUE MELO;CENTRO;4;2515005;-7.24985595;-35.2091800569802
7289456;POSTO DE SAUDE SAO JOSE DE MARIMBAS;ZONA RURAL;1;2503308;-7.030268725162522;-38.67468595504761
9894810;GESTAR;PRATA;36;2504009;-7.2225536;-35.8976699
9139656;ACADEMIA DE SAUDE CONGO;CENTRO;74;2504702;-7.799088344034817;-36.65843725204468
9840567;CLINICA DE DERMATOLOGIA DRA RAQUEL FELICIANO;CENTRO;22;2504009;-7.220036;-35.881702
9928782;ARL SERVICOS DE SAUDE E PSICOLOGIA;MIRAMAR;22;2507507;-7.121418750873643;-34.8405647277832
6595154;CLINICA DE ENDOCRINOLOGIA E METABOLOGIA CEM;BRASILIA;22;2510808;-7.02657657;-37.2695656
6589782;CLINICA DE VACINACAO DE POCINHOS;CENTRO;85;2512002;-7.076660492292352;-36.06109857559204
6595510;CLINICA DE FISIOTERAPIA;CENTRO;36;2512002;-7.077001199558068;-36.0610556602478
6566707;ESF VI FRANCISCO GOUVEIA NETO;CONJUNTO;2;2516508;-7.216840151446915;-36.83724403381348
6565263;AGEVISA PB;CENTRO;50;2507507;-7.125855;-34.879336
6603785;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO;50;2501005;-6.555;-35.742
6581188;CLINICA NUTRISAUDE;TORRE;36;2507507;-7.124463516842264;-34.86204385757446
6593232;USF BARBARA STERFANNY;CONJUNTO FRANCISCO C;2;2504900;-7.138578;-35.085982
6592651;MARIA DE LOURDES BENICIO NOBREGA;CENTRO;22;2504009;-7.220394;-35.8884
6604323;PRO GASTRO;BELA VISTA;39;2504009;-7.221568;-35.898907
6320015;EQUIPE MULTIPROFISSIONAL COMPLEMENTAR II;ESTACAO;2;2516201;-6.763152633239375;-38.23077037692708
7375336;SAMU PIANCO MT 01;PIANCOZINHO;42;2511301;-7.192422523715447;-37.92523384094238
7346425;LABORATORIO REGIONAL DE PROTESE DENTARIA;CENTRO;39;2505352;-6.6320781;-35.9107175
7366655;UNIDADE MISTA DE SAUDE DAURA RIBEIRO;CENTRO;73;2507309;-6.6200295;-35.2859206
7373260;POLO DE ACADEMIA DE SAUDE I;BELO HORIZONTE;74;2510808;-7.01779954769576;-37.28345364332199
7373295;POLO DE ACADEMIA DE SAUDE II;MATERNIDADE;74;2510808;-7.035230747141823;-37.28474915027618
7383487;LABORATORIO DR ALDERI GOMES;CENTRO;39;2502805;-6.349549302104272;-37.49777555465698
7390750;VIGILANCIA EM SAUDE DE RIO TINTO;CENTRO;50;2512903;-6.8094095;-35.0764429
7661959;E MULTI COMPLEMENTAR;CENTRO;71;2507705;-7.068728330197224;-36.576640605926514
7654812;CAPS AD III NOVOS CAMINHOS;ALTO BRANCO;70;2504009;-7.2076995;-35.8801771
7661673;CAPS I DOCE LAR;CENTRO;70;2508000;-7.537463648290853;-37.81782746315002
7660782;PROTESE DENTARIA EDUARDO;CENTRO;4;2509701;-7.890460947067819;-37.12458372116089
7525591;ESCOLA MUNICIPAL DANIEL COMBONI;TIBIRI II;22;2513703;-7.1519564;-34.9647536
7651902;BEM SORRIR;CENTRO;39;2501104;-6.96811;-35.70297
7660871;UBSF LUSIA GOMES DOS SANTOS MALVINAS;MALVINAS;2;2502508;-7.474708597423085;-36.129677295684814
7660073;UNIDADE DE DISPENSACAO DE MEDICAMENTOS;CENTRO;43;2502805;-6.350828863155129;-37.49287247657776
7664044;UNIDADE DE VIGILANCIA AMBIENTAL DE CACHOEIRA DOS INDIOS;CENTRO;50;2503308;-6.925372442902541;-38.672985434532166
7664605;FARMACIA BASICA DE IBIARA;CENTRO;43;2506608;-7.497621529328646;-38.40434074401856
7664672;LABORATORIO MUNICIPAL DE LAGOA SECA;CENTRO;39;2508307;-7.17677;-35.85291
7655118;SAUDE E VIDA;CENTRO;4;2510105;-6.4544493641291005;-36.20486497879028
7665466;FARMACIA BASICA DE SANTA INES;CENTRO;43;2513356;-7.6273239;-38.5595262
7663730;FARMACIA BASICA DE SANTANA DE MANGUEIRA;CENTRO;43;2513505;-7.550059303649864;-38.33323001861572
0837636;PRISCILLA DUARTE ALERGOLOGIA E IMUNOLOGIA;BELA VISTA;36;2504009;-7.221649;-35.898868
0912484;CENTRO MEDICO SMILE SAUDE;JAGUARIBE;36;2507507;-7.1355938;-34.8788144
0900613;UNIDADE BASICA DE SAUDE PSF VIII;CENTRO;2;2504801;-7.019189169420828;-37.94527530670166
0799637;CENTERKIDS;PRATA;36;2504009;-7.220844;-35.894689
0784532;MARIA DE LOURDES SANTANA DE OLIVEIRA;ZONA RURAL;2;2512077;-6.575150152777377;-38.51186513900757
0925675;DENTAL CLIN ODONTOLOGIA ESPECIALIZADA;MANGABEIRA;36;2507507;-7.1701177;-34.8423245
0925918;AMED INTERODONT;ESTADOS;22;2507507;-7.119550361747617;-34.85469728708267
0782068;DROGARIA SANTANA;BELO HORIZONTE;43;2510808;-7.0162695;-37.2808693
9840796;PERAZZO ODONTOLOGIA;MIRAMAR;36;2507507;-7.118114;-34.839723
6074944;CEDHI;CABO BRANCO;22;2507507;-7.114344382678721;-34.86306846141815
9169067;ULTRIMAGEM;BRASILIA;22;2510808;-7.026973104022087;-37.27605879306793
9927700;JOSE GAUDENCIO TORQUATO PINTO;ESTACAO VELHA;22;2504009;-7.22745;-35.884645
9930078;EQUIPE SAUDE MENTAL;CENTRO;36;2513505;-7.555;-38.332
9908161;BIOANALISES;CENTRO;39;2516508;-7.209730010281191;-36.82419776916504
9887970;ORGANIZACAO PARA PROCURA DE ORGAOS OPO;CENTRO;82;2507507;-7.125010431226045;-34.871579445828765
9938907;ANALISIS MANDACARU;ESTADOS;39;2507507;-7.111205;-34.858961
9957758;ANALISIS LABORATORIO;CENTRO;39;2508901;-6.835675595795095;-35.1273250579834
9960783;CLINICA OTORRINOLARINGOLOGIA LEONARDO F SILVA ALTIPLANO;ALTIPLANO CABO BRANC;36;2507507;-7.133725442801757;-34.828312397003174
9876731;ALLINEARE ODONTOLOGIA;BANCARIOS;22;2507507;-7.150331;-34.8407089
9867368;POSTO DE SAUDE ANCORA FRANCISCO LAURINDO DE MACEDO;ZONA RURAL;1;2501575;-7.505918394090236;-36.0016393661499
9886079;PREVENCOR;TAMBAU;22;2507507;-7.11189574224923;-34.82509911060333
9882014;MEDLAB LABORATORIO DE ANALISES CLINICAS;CENTRO;39;2503803;-7.10312843785244;-35.325915813446045
0993344;CONSULTORIO DE NUTRICAO JANETE ARAUJO PEREIRA DINIZ;ESTADOS;36;2507507;-7.121128645368892;-34.84891980886459
2839652;CLINICA AFETTOS;JARDIM AEROPORTO;36;2501807;-7.125102276367478;-34.931888580322266
0951072;JULIA VIEIRA ODONTOLOGIA;MIRAMAR;36;2507507;-7.1179904;-34.83686268368033
0985740;UNIDADE BASICA DE SAUDE FRANCELINO SOARES DE SOUSA;RURAL;2;2503704;-6.89313210096285;-38.57653856277466
0988499;CLINICA BAYONA;MIRAMAR;36;2507507;-7.1202831;-34.83595138451883
0992410;ORTOCLIN SAUDE E TRABALHO;CENTRO;36;2506004;-7.018100366543676;-35.86219936609268
0963178;ANGIOCLIN;MIRAMAR;22;2507507;-7.1179904;-34.83686268368033
0991546;INTEGRAL CLINIC;MANAIRA;36;2507507;-7.101835;-34.835545
0961671;SENSITIVE SAUDE INTEGRATIVA;LIBERDADE;22;2504009;-7.2868969;-35.8895414
0968765;CLINICA BOM DOUTOR;NOVO;4;2502508;-7.486282225129976;-36.1315655708313
0968463;RENALCLIN;CENTRO;36;2504009;-7.222151378734831;-35.88043668650464
7966849;UNIVISAO;CENTRO;36;2504009;-7.219245;-35.882258
7848943;ACADEMIA DE SAUDE LUZIA FRANCISCA DE JESUS;CENTRO;74;2514909;-6.929408987468392;-37.10222482681274
7669550;CARLA REGINA DE ALMEIDA FREIRE PROTESE DENTARIA;CENTRO;39;2512101;-6.772245991995396;-37.80019998550415
7909675;CLINICA DA MULHER;CENTRO;36;2509701;-7.890333419940084;-37.12012052536011
7695144;ACADEMIA DA SAUDE DO GEISEL;GEISEL;74;2507507;-7.17611498925015;-34.87129211425781
7707592;UBSF V;ZUZA MARTINS;2;2507200;-7.376325744093678;-35.622718334198
9905278;BRAZ LAB CENTER;SANTA ROSA;39;2516300;-7.672632970067492;-36.87512218952179
9877894;CLINICA MEDICA DRA TATIANA FRANCA;ALTIPLANO;22;2507507;-7.1293668;-34.8268799
9926658;CONSULTORIO MEDICO DR MARCELO G SOUSA;ALTIPLANO CABO BRANC;36;2507507;-7.129051;-34.826983
9939091;ACADEMIA DA SAUDE DE FREI MARTINHO;CENTRO;74;2506202;-6.4037664;-36.4531845
9862803;UNIDADE BASICA DE SAUDE ANDRESSA KAROLINE LOPES DE MORAIS;AREA RURAL;2;2513984;-6.61822222;-38.09322222
9934294;ACADEMIA DE SAUDE DOMINGOS PASCOAL;CENTRO;74;2513000;-7.103623499568786;-36.84798359870911
9898395;CLINICA JAILSON DANTAS;INTERMARES;22;2503209;-7.0453017;-34.8415019
4062345;INTERACAO KIDS;CENTRO;36;2508901;-6.83565429065243;-35.12404203414917
4076036;PRO ANALISE;CENTRO;39;2512507;-7.362751987076965;-35.90079420594779
4047974;CLINICA DRA RADASSA RODRIGUES;CENTRO;22;2516201;-6.757357441068974;-38.2299794423277
4062655;BIOMED;CENTRO;39;2506400;-7.125828864245235;-35.4230010509491
4047087;ESM;MANAIRA;36;2507507;-7.112252392863389;-34.828559160232544
4061004;FARMACIA PAGUE MENOS;CENTRO;43;2507507;-7.116578130747637;-34.879257447594355
2321963;HOSPITAL MUNICIPAL HONORINA TAVARES DE ALBUQUERQUE;CENTRO;5;2502409;-7.316418234134776;-38.5150408744812
4041038;POLICLINICA DE JOAO PESSOA;CABO BRANCO;4;2507507;-7.114911294307622;-34.863014817237854
2363879;POSTO DE SAUDE DE CALDAS BRANDAO;CENTRO;1;2503803;-7.1032136097986;-35.32610893249512
2363321;CENTRO DE SAUDE PSF 02;CENTRO;2;2503902;-7.894711828811427;-36.82848930358887
2362198;POLICLINICA DA BELA VISTA;BELA VISTA;2;2504009;-7.217378;-35.900885
2362309;UBS RAIFF RAMALHO;SANTA CRUZ;2;2504009;-7.246138;-35.912467
2362333;UBS JARDIM TAVARES;ALTO BRANCO;2;2504009;-7.207322;-35.874598
2362384;UBS FRANCISCO BRASILEIRO;JOSE PINHEIRO;2;2504009;-7.222431;-35.86874
2362414;CASA DA CRIANCA DR JOAO MOURA;SAO JOSE;22;2504009;-7.224966;-35.8884
7172311;NASF NUCLEO DE APOIO A SAUDE DA FAMILIA;CENTRO;71;2506707;-7.38488;-37.511452
7178530;LABORATORIO DE ANALISES;CENTRO;39;2508000;-7.537902388490431;-37.81881451606751
7160275;ACADEMIA DE SAUDE DE AGUA BRANCA PB;CENTRO;74;2500106;-7.513002514878361;-37.63643503189087
9405151;UBS BAIRRO NOVO II JOAO FELIX GUIMARAES;BAIRRO NOVO;2;2506301;-6.842367655952473;-35.4976032370856
6719252;UBSF RAFAEL MARCONE;CENTRO;2;2512002;-7.07580872302773;-36.06165647506714
7153503;EMULTI JURIPIRANGA;CENTRO;71;2507903;-7.37415;-35.24098
3886336;ESPACO FISIO;CENTRO;36;2513703;-7.125362;-34.981867
3882756;UNIDADE DE VIGILANCIA SANITARIA DE IMACULADA;CENTRO;50;2506707;-7.390155;-37.511153
3856038;UBSF VIII MARIA GENILDA MANGUEIRA CABRAL;CENTRO;2;2507002;-7.307899;-38.149621
3900010;UBSF SONIA MARIA CLEMENTE FIRMINO ESF II;VILA CAZUZA NUNES;2;2512200;-7.697318913747085;-37.09083080291748
3886689;SECRETARIA DE SAUDE DE CAMPINA GRANDE;LIBERDADE;68;2504009;-7.2647192;-35.8878371
6642322;MULTICLIN PSICOLOGIA E SERVICOS;CENTRO;22;2503704;-6.885356599014485;-38.560895919799805
3990931;CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE POMBAL;CENTRO;36;2512101;-6.768176155142903;-37.80153036117554
5014999;CAPSI CENTRO CAMPINENSE DE INTERVENCAO PRECOCE;ALTO BRANCO;70;2504009;-7.2085383;-35.8769662
3981800;CAPS I CENTRO DE ATENCAO PSICOSSOCIAL;CENTRO;70;2501302;-7.547533288593867;-35.7091498374939
4016874;SECRETARIA MUNICIPAL DE SAUDE DE QUEIMADAS;CENTRO;68;2512507;-7.362776846024883;-35.89929940819826
5017467;UNIDADE DE SAUDE DA FAMILIA AURELIO C DE SOUSA PSF VI;VARZEA;2;2514503;-7.1211887;-38.4995372
5006651;CEO TIPO II TAPEROA;CENTRO;36;2516508;-7.207611847841279;-36.82655811309815
2757893;UBSF VILA;CENTRO;2;2512507;-7.3658638046653;-35.90261462451047
3986187;CONSULTORIO ODONTOLOGICO HELDER CLISTENES DE MORAIS CELIO;MIRAMAR;22;2507507;-7.115315850534889;-34.83318328857422
5008360;CONSULTORIO MEDICO DR MARLY COUTINHO BELTRAO;TORRE;22;2507507;-7.1231322;-34.8698245
